  7.8580658e+000  1.8461433e+001  1.0161115e+000  2.1354744e+000  2.3729005e-001  2.9379563e-001  8.6020617e+000  3.7852961e-001  3.5290226e-001
  9.7571108e-002  3.9631306e-002  6.7374986e-003  9.7111532e-003  5.1486279e-004  3.7533302e-002  1.3975778e-003  9.1882439e-004  3.5744563e-004
  3.5609858e-002  1.9693960e-002  3.0814510e-003  4.9339433e-003  3.0569314e-004  1.2037168e-002  2.3575170e-003  2.9425284e-005  1.4504698e-004
  1.1675366e-001  6.7423447e-002  1.0007587e-002  1.5746245e-002  9.6480111e-004  4.0482850e-002  7.0258078e-003  2.6063816e-004  3.5458918e-004
  1.1850106e-001  6.8550452e-002  1.0162798e-002  1.5994243e-002  9.8014070e-004  4.1099341e-002  7.1483000e-003  2.6238159e-004  3.6180262e-004
  2.8774680e-002  1.6263794e-002  2.5164601e-003  4.0510524e-003  2.5187787e-004  9.7346089e-003  1.9834064e-003  1.0938399e-005  1.2785735e-004
  7.6689229e-002  3.8734035e-002  6.3380840e-003  9.9226652e-003  6.0560064e-004  2.5761246e-002  4.2493113e-003  1.9805389e-004  2.0108752e-004
  3.5837899e-006  1.9322141e-006  1.9150012e-006  3.3092491e-006  1.1616446e-007  2.5732203e-007  1.4436856e-007  5.5357304e-009  2.0393458e-008
  5.6669754e-005  4.2918028e-005  5.6192851e-006  9.8158885e-006  5.7135107e-007  1.5936451e-005  7.8740837e-006  4.4874178e-007  6.7808299e-007
  3.8297239e-001  5.6460535e-001  7.4842054e-002  1.4161051e-001  9.5727335e-003  5.3372323e-003  1.5220341e-001  1.6761023e-002  1.7065947e-002
  1.1450968e-001  1.9301222e-001  4.7205516e-002  8.4738075e-002  4.4283834e-003  4.4193684e-003  4.4620576e-002  6.0487498e-003  6.0784850e-003
  3.7130604e-001  4.9389857e-001  6.7294955e-002  1.2688374e-001  8.4645115e-003  7.8679558e-003  1.2865358e-001  1.4431483e-002  1.4757561e-002
  2.1087351e-003  4.2157207e-003  3.7750445e-004  7.9197312e-004  6.1344934e-005  4.0372927e-004  1.0481541e-003  1.3686197e-004  1.3826317e-004
  4.8776757e-005  9.7593266e-005  9.9822029e-006  1.9879161e-005  1.3894075e-006  8.9210550e-006  2.4977162e-005  3.1500543e-006  3.1854310e-006
  2.5958555e-001  3.2443866e-001  5.4956882e-002  9.9924919e-002  5.4992690e-003  4.3534772e-003  7.2270377e-002  8.8583389e-003  9.2789578e-003
  7.1858129e+000  1.4662904e+001  8.0405733e-001  1.6191116e+000  1.0771485e-001  1.2750738e+000  6.1909060e+000  2.1873311e-001  2.3035610e-001
  3.7774672e+000  7.0582395e+000  4.5866112e-001  8.8156439e-001  5.2383132e-002  6.9818167e-001  2.8213200e+000  1.2123966e-001  1.3383246e-001
  3.4088141e+001  8.2234006e+001  2.8181902e+000  5.7858879e+000  4.5939738e-001  9.9730976e+000  2.1791422e+001  5.2031721e-001  4.8070213e-001
  5.9798329e-002  1.0938561e-002  3.0770608e-002  5.4673102e-002  9.4524734e-004  2.2857146e-002  6.6303775e-002  1.1765315e-003  8.3247858e-004
  5.9946969e-002  2.6550939e-002  4.4716391e-002  7.2103658e-002  3.8118214e-003  2.5161182e-002  5.6512648e-002  1.0758414e-003  7.2787325e-004
  4.4727381e-003  1.0422536e-002  1.6534820e-003  4.1264531e-003  1.5476892e-003  2.1496480e-002  5.3975890e-002  1.0810691e-003  6.4838957e-004
  5.8898533e-002  2.8590307e-002  3.6456092e-002  5.8803462e-002  4.0365389e-003  2.3033649e-002  7.4940043e-002  1.3373431e-003  9.3573677e-004
  1.0276730e-003  2.9940547e-003  7.3219219e-004  1.2875738e-003  9.5272530e-004  6.1572911e-003  1.6938634e-002  3.2778788e-004  2.0561698e-004
  5.9092552e-002  2.6942216e-002  3.6507904e-002  5.8754068e-002  3.2216603e-003  1.9077194e-002  5.1299831e-002  9.6224647e-004  6.5802380e-004
  1.0300599e-001  1.2168499e-001  7.5715353e-002  1.1566008e-001  6.9504084e-002  7.4982729e-001  1.6422171e+000  4.1109374e-002  2.7189156e-002
  8.6868889e-002  5.2790180e-002  8.5355544e-002  1.3029292e-001  3.8098752e-002  9.4140750e-001  9.7880598e-001  3.2818392e-002  2.2675150e-002
  3.3003125e-002  4.5098037e-002  9.4538004e-003  1.7047073e-002  7.8851042e-004  1.8032760e-001  5.3952670e-003  3.0733327e-004  3.3870485e-004
  4.1342302e-001  1.1160269e+000  9.6240959e-002  1.8234494e-001  8.3706294e-003  3.9943555e+000  6.8973635e-001  2.6607783e-002  2.7327806e-002
  4.4184428e-001  1.1510550e+000  1.0426817e-001  1.9182419e-001  6.3393211e-003  4.2605881e+000  7.6903083e-001  2.6578575e-002  2.7894998e-002
  1.8823569e-003  5.9653379e-004  1.3118493e-003  2.0763049e-003  1.4538621e-004  2.2745744e-003  6.4898633e-003  7.4718252e-005  5.6267329e-005
  2.0035857e-003  1.2140137e-003  1.7711965e-003  3.0790329e-003  7.7462176e-005  6.5625760e-003  6.9556534e-003  1.7072478e-004  1.7677989e-004
  1.4170191e-003  1.0703612e-002  2.4589435e-003  4.9773026e-003  7.3656060e-004  2.1524415e-002  2.8583198e-002  2.7324508e-004  6.6688541e-005
  7.1279386e-004  1.4343548e-002  4.0860720e-003  7.3474084e-003  1.7769024e-004  4.7408254e-002  1.6215325e-002  5.1722683e-004  5.3115700e-004
  4.4308409e-001  9.9907232e-001  9.4239745e-002  1.7417453e-001  5.5754488e-003  3.5031380e+000  6.5361453e-001  2.2156055e-002  2.3608311e-002
  1.4832591e-001  4.8351909e-001  6.8180075e-002  1.2219371e-001  3.0186466e-003  1.4083620e+000  4.8202484e-001  1.3848578e-002  1.4876702e-002
  4.3196635e-002  5.0734704e-002  3.8619113e-002  6.6911507e-002  2.3975466e-003  1.6968975e-001  3.4697643e-002  1.2221948e-003  1.1672583e-003
  1.5856512e-003  8.1820549e-003  3.4224364e-003  6.0725115e-003  9.1508061e-005  2.6651008e-002  1.1350674e-002  3.9992778e-004  4.0653090e-004
  1.3325881e-001  2.8936595e-001  5.7233963e-002  1.0218809e-001  3.5520933e-003  8.8188313e-001  2.0088664e-001  6.4677505e-003  6.6656535e-003
  1.9307555e+000  1.4456318e+001  5.5567518e-001  6.8318568e-001  5.4339971e-001  4.4808984e-001  1.9774719e+001  2.5371973e-001  1.8033810e-001
  3.2445504e-001  1.1163639e+000  1.0100209e-001  6.9045639e-002  4.6341062e-002  5.4575808e-002  9.9096915e-001  2.4181987e-002  9.3382106e-003
  2.1965077e-002  9.4304186e-002  5.9700257e-003  3.1285683e-003  1.9429293e-003  3.8010737e-003  8.1875165e-002  2.5962329e-003  1.2175423e-003
  2.0990074e-003  9.0058029e-003  5.6265695e-004  2.7936855e-004  1.7697356e-004  3.6371034e-004  7.7688401e-003  2.4982391e-004  1.1752782e-004
  3.3149417e-002  1.5107522e-002  2.2069125e-002  4.1207647e-002  4.4528842e-003  1.7862372e-003  1.3950149e-002  3.7795317e-003  3.6796396e-003
  3.2040227e-002  1.9975550e-002  2.1542996e-002  4.0136807e-002  4.3793908e-003  2.2131743e-003  1.2749060e-002  3.3462385e-003  3.2921410e-003
  7.7244357e-004  2.0216534e-003  7.5510713e-004  1.6920060e-003  1.5599072e-004  5.1878183e-005  2.2020308e-003  8.4307960e-004  7.8252671e-004
  1.6320820e-001  6.9852300e-001  5.6857232e-002  2.6821406e-002  5.0513050e-002  2.5784046e-002  2.2102527e-001  1.3756559e-001  1.1011539e-001
  2.3013057e-002  9.0215744e-002  1.5736459e-002  3.1922854e-002  4.2919837e-003  1.2195179e-003  5.6989617e-002  3.5418249e-002  3.3217184e-002
  5.1300522e-008  2.3887360e-008  3.7969981e-008  6.5551950e-008  2.4874697e-009  2.4050909e-009  1.2152352e-010  1.7357009e-010  8.8910103e-011
  1.8351073e-001  6.1687790e-001  6.6031194e-002  3.6099471e-002  5.5514208e-002  2.6628082e-002  1.9206610e-001  1.3485299e-001  1.1013868e-001
  1.1577428e-001  3.3304645e-001  5.6003728e-002  5.0678763e-002  3.5301053e-002  1.6558798e-002  5.8184474e-002  5.0407733e-002  3.4249211e-002
  4.9544095e-002  2.7185157e-002  2.3461651e-002  4.1959727e-002  6.6454664e-003  1.6720160e-003  1.1646377e-002  2.8173704e-003  2.5084727e-003
  5.6177485e-002  2.3175442e-002  3.1667161e-002  5.4212840e-002  3.3057006e-003  3.3963246e-003  2.8167020e-003  3.1529235e-004  1.0332540e-004
  5.2399235e-002  2.1752312e-002  3.0116510e-002  5.1589492e-002  3.3672983e-003  3.1475832e-003  2.8307242e-003  3.0589568e-004  1.0518144e-004
  6.1003039e-002  2.5911860e-002  3.3680107e-002  5.7421905e-002  2.0350769e-003  3.8108536e-003  7.9864867e-004  1.3115964e-004  2.5617625e-004
  4.0179756e-003  2.3182123e-003  2.9503723e-003  5.0509847e-003  1.7069062e-004  2.4980155e-004  4.5558165e-004  9.1683807e-005  1.0620395e-004
  3.8123259e-003  2.1346100e-003  2.8019536e-003  4.7981036e-003  1.5007957e-004  2.3453212e-004  3.1716711e-004  6.8877105e-005  8.0991037e-005
  1.6560136e-001  5.9420224e-001  7.9556482e-002  4.8891634e-002  1.1554541e-001  3.9311380e-002  4.8595790e-001  1.5292533e-001  1.1101647e-001
  7.5974709e-004  3.6769386e-003  2.6239579e-004  2.9856108e-005  1.7988614e-004  1.9948049e-004  3.4752912e-003  1.0283491e-003  7.4664319e-004
  1.5360981e-001  5.5908385e-001  7.0946985e-002  3.7725383e-002  1.1300310e-001  3.6946725e-002  4.3094276e-001  1.4336444e-001  1.0322278e-001
  1.8867757e-001  5.3144608e-001  8.9930685e-002  5.7542153e-002  1.2123210e-001  4.2061795e-002  4.3215372e-001  1.5019765e-001  1.0887467e-001
  1.6416001e-001  5.0334380e-001  7.5103176e-002  4.1742370e-002  1.1860883e-001  3.9251691e-002  3.8898818e-001  1.4080939e-001  1.0125670e-001
  3.7072929e-002  4.9398020e-002  2.2356413e-002  5.1085816e-002  1.2726111e-002  3.4253556e-003  3.5756677e-002  3.0820447e-002  2.9501055e-002
  4.2180064e-002  4.7392675e-002  2.4798171e-002  5.2633857e-002  1.1242968e-002  3.3972034e-003  2.7892356e-002  2.4335962e-002  2.3390499e-002
  9.0747649e-003  2.3800981e-002  5.0954888e-003  4.6024723e-003  1.5182361e-003  1.4038624e-003  1.2717848e-002  1.0587891e-002  1.0222548e-002
  1.6948734e-001  5.8919663e-001  8.3722496e-002  4.0299329e-002  1.1957800e-001  4.1294329e-002  3.7427660e-001  2.8583310e-001  2.7896241e-001
  1.9630773e-001  4.7033002e-001  9.6730588e-002  5.9610921e-002  1.2308764e-001  4.0239923e-002  2.9683974e-001  2.4316584e-001  2.3350093e-001
  1.3638931e-003  2.8346655e-003  8.8137301e-004  1.1209240e-003  4.1470738e-005  1.8138219e-004  2.0276949e-003  1.2648686e-003  1.2552495e-003
  4.4035143e-002  3.0071136e-002  2.5006353e-002  5.0784186e-002  9.7478402e-003  2.2585669e-003  3.2004496e-002  2.2625137e-002  1.5964004e-002
  4.6052955e-002  3.2621703e-002  2.6038682e-002  5.1644551e-002  8.9729382e-003  2.4605862e-003  2.8260983e-002  2.0068824e-002  1.4255697e-002
  2.6850253e-003  1.6085179e-002  2.1257322e-003  8.7174578e-004  2.0515238e-003  1.1776402e-003  1.9135636e-002  1.0078424e-002  7.1320781e-003
  4.6362373e-005  6.1639726e-005  2.1568125e-006  4.3731815e-006  1.2771075e-005  3.1476021e-006  2.4917526e-004  7.1569376e-005  4.7874186e-005
  2.4914101e-003  1.3445476e-002  2.0955561e-003  1.4197941e-003  1.4224537e-003  9.8196783e-004  1.6684204e-002  8.3905532e-003  5.9418393e-003
  7.1669013e-002  5.3087525e-002  3.8995865e-002  5.9521593e-002  8.6533716e-003  6.2744460e-003  2.0531195e-002  2.6034156e-002  2.6179095e-002
  4.4380737e-002  4.0740499e-002  3.0044590e-002  4.4017159e-002  8.4842880e-003  5.0728120e-003  1.4264041e-002  2.1314119e-002  2.1395151e-002
  2.6381219e-002  3.2941003e-003  3.6801147e-002  6.0460396e-002  2.3422239e-003  3.0799684e-003  8.5307588e-003  6.5081828e-003  6.6822741e-003
  3.4623759e-003  2.3381744e-003  2.6353547e-003  4.5052029e-003  3.2625251e-004  2.4833352e-004  1.9168108e-003  8.5922885e-004  9.7485696e-004
  6.1749564e-002  2.7838342e-002  3.4114150e-002  5.7812097e-002  2.0893962e-003  3.9587581e-003  3.1261384e-003  2.4276565e-003  2.5829453e-003
